,lex,default,qal,nif,piel,pual,hit,hif,hof,hsht,pasq,etpa,nit,hotp,tif,htpa,poal,poel
7183,RWDNJM/,,,,,,,,,,,,,,,,,
7184,RWH/,,,,,,,,,,,,,,,,,
7185,RWH[,,,,,,,,,,,,,,,,,
7186,RWX/,"vind, ånd, ånde",,,,,,,,,,,,,,,,
7187,RWX=/,,,,,,,,,,,,,,,,,
7188,RWX[,,,,,,,,,,,,,,,,,
7189,RWXH/,"lettelse, pause",,,,,,,,,,,,,,,,
7190,RWJH/,,,,,,,,,,,,,,,,,
7191,RWM/,,,,,,,,,,,,,,,,,
7192,RWM=/,,,,,,,,,,,,,,,,,
7193,RWM[,,"være høj, være ophøjet, hovmode sig",,,,,"oprejse, løfte op, ophøje, fjerne",,,,,,,,,,
7194,RWMH/,,,,,,,,,,,,,,,,,
7195,RWMH=/,,,,,,,,,,,,,,,,,
7196,RWMM/,,,,,,,,,,,,,,,,,
7197,RWMMT/,,,,,,,,,,,,,,,,,
7198,RWN[,,,,,,,,,,,,,,,,,
7199,RW<[,,,,,,,"råbe, råbe til angreb",,,,,,,,,,
7200,RWY[,,løbe,,,,,,,,,,,,,,,
7201,RWC[,,,,,,,,,,,,,,,,,
7202,RWT/,,,,,,,,,,,,,,,,,
7203,RZH/,,,,,,,,,,,,,,,,,
7204,RZH[,,,,,,,,,,,,,,,,,
7205,RZWN/,,,,,,,,,,,,,,,,,
7206,RZWN=/,,,,,,,,,,,,,,,,,
7207,RZWN==/,,,,,,,,,,,,,,,,,
7208,RZJ/,,,,,,,,,,,,,,,,,
7209,RZM[,,,,,,,,,,,,,,,,,
7210,RZN[,,"fyrste, officer",,,,,,,,,,,,,,,
7211,RXB/,"bred, vid",,,,,,,,,,,,,,,,
7212,RXB=/,,,,,,,,,,,,,,,,,
7213,RXB==/,,,,,,,,,,,,,,,,,
7214,RXB===/,,,,,,,,,,,,,,,,,
7215,RXB====/,,,,,,,,,,,,,,,,,
7216,RXB=====/,,,,,,,,,,,,,,,,,
7217,RXB======/,,,,,,,,,,,,,,,,,
7218,RXB[,,,,,,,"udvide, give plads til",,,,,,,,,,
7219,RXBWT/,,,,,,,,,,,,,,,,,
7220,RXBJH/,,,,,,,,,,,,,,,,,
7221,RXBJHW/,,,,,,,,,,,,,,,,,
7222,RXB<M/,Rehabeam,,,,,,,,,,,,,,,,
7223,RXBT_<JR/,,,,,,,,,,,,,,,,,
7224,RXWM/,barmhjertig,,,,,,,,,,,,,,,,
7225,RXWM=/,,,,,,,,,,,,,,,,,
7226,RXWQ/,"fjern, langt væk (adj), distance (n)",,,,,,,,,,,,,,,,
7227,RXJM/,,,,,,,,,,,,,,,,,
7228,RXL/,moderfår,,,,,,,,,,,,,,,,
7229,RXL=/,Rakel,,,,,,,,,,,,,,,,
7230,RXM/,moderliv,,,,,,,,,,,,,,,,
7231,RXM=/,,,,,,,,,,,,,,,,,
7232,RXM==/,,,,,,,,,,,,,,,,,
7233,RXM[,,,,,,,,,,,,,,,,,
7234,RXMH/,,,,,,,,,,,,,,,,,
7235,RXMH=/,,,,,,,,,,,,,,,,,
7236,RXMH==/,,,,,,,,,,,,,,,,,
7237,RXMJM/,medlidenhed,,,,,,,,,,,,,,,,
7238,RXMNJ/,,,,,,,,,,,,,,,,,
7239,RXP[,,,,svære over,,,,,,,,,,,,,
7240,RXY/,,,,,,,,,,,,,,,,,
7241,RXY[,,"vaske, vaske sig selv",,,,,,,,,,,,,,,
7242,RXYH/,,,,,,,,,,,,,,,,,
7243,RXQ/,,,,,,,,,,,,,,,,,
7244,RXQ[,,være langt væk,,,,,,,,,,,,,,,
7245,RXC[,,,,,,,,,,,,,,,,,
7246,RXT/,,,,,,,,,,,,,,,,,
7247,RVB/,,,,,,,,,,,,,,,,,
7248,RVB[,,,,,,,,,,,,,,,,,
7249,RVV/,,,,,,,,,,,,,,,,,
7250,RVPC[,,,,,,,,,,,,,,,,,
7251,RVC[,,,,,,,,,,,,,,,,,
7252,RJ/,,,,,,,,,,,,,,,,,
7253,RJB/,"retssag, strid, retsbelæring",,,,,,,,,,,,,,,,
7254,RJB[,,"føre en retsssag, bestride",,,,,,,,,,,,,,,
7255,RJBH/,,,,,,,,,,,,,,,,,
7256,RJBJ/,,,,,,,,,,,,,,,,,
7257,RJX/,,,,,,,,,,,,,,,,,
7258,RJPWT/,,,,,,,,,,,,,,,,,
7259,RJPT/,,,,,,,,,,,,,,,,,
7260,RJQ/,"tomhed (n), tom, værdiløs (adj)",,,,,,,,,,,,,,,,
7261,RJQ=/,,,,,,,,,,,,,,,,,
7262,RJQ[,,,,,,,,,,,,,,,,,
7263,RJQM,forgæves,,,,,,,,,,,,,,,,
7264,RJR/,,,,,,,,,,,,,,,,,
7265,RJR[,,,,,,,,,,,,,,,,,
7266,RJC/,,,,,,,,,,,,,,,,,
7267,RK/,,,,,,,,,,,,,,,,,
7268,RK=/,,,,,,,,,,,,,,,,,
7269,RKB/,"stridsvogn, vognstyrker",,,,,,,,,,,,,,,,
7270,RKB=/,,,,,,,,,,,,,,,,,
7271,RKB==/,,,,,,,,,,,,,,,,,
7272,RKB[,,,,,,,"stige op, køre",,,,,,,,,,
7273,RKBH/,,,,,,,,,,,,,,,,,
7274,RKBJ/,,,,,,,,,,,,,,,,,
7275,RKH/,,,,,,,,,,,,,,,,,
7276,RKWB/,vogn,,,,,,,,,,,,,,,,
7277,RKWC/,"ejndom, gods",,,,,,,,,,,,,,,,
7278,RKJL/,,,,,,,,,,,,,,,,,
7279,RKK[,,være svag,,,,,,,,,,,,,,,
7280,RKL/,,,,,,,,,,,,,,,,,
7281,RKL[,,,,,,,,,,,,,,,,,
7282,RKLH/,,,,,,,,,,,,,,,,,
7283,RKS/,ujævnt land,,,,,,,,,,,,,,,,
7284,RKS=/,,,,,,,,,,,,,,,,,
7285,RKS[,,,,,,,,,,,,,,,,,
7286,RKC/,hestespand,,,,,,,,,,,,,,,,
7287,RKC[,,"erhverve, samle sammen",,,,,,,,,,,,,,,
7288,RM/,,,,,,,,,,,,,,,,,
7289,RMH/,,,,,,,,,,,,,,,,,
7290,RMH=/,,,,,,,,,,,,,,,,,
7291,RMH==/,,,,,,,,,,,,,,,,,
7292,RMH=[,,,,,,,,,,,,,,,,,
7293,RMH[,,,,,,,,,,,,,,,,,
7294,RMWN/,,,,,,,,,,,,,,,,,
7295,RMWN=/,,,,,,,,,,,,,,,,,
7296,RMWN==/,,,,,,,,,,,,,,,,,
7297,RMWN===/,,,,,,,,,,,,,,,,,
7298,RMWN_PRY/,,,,,,,,,,,,,,,,,
7299,RMWNW/,,,,,,,,,,,,,,,,,
7300,RMWT/,,,,,,,,,,,,,,,,,
7301,RMWT=/,,,,,,,,,,,,,,,,,
7302,RMX/,,,,,,,,,,,,,,,,,
7303,RMJH/,,,,,,,,,,,,,,,,,
7304,RMJH=/,,,,,,,,,,,,,,,,,
7305,RMJH==/,,,,,,,,,,,,,,,,,
7306,RMKH/,,,,,,,,,,,,,,,,,
7307,RMLJHW/,Remalja,,,,,,,,,,,,,,,,
7308,RMM=[,,,,,,,,,,,,,,,,,
7309,RMM[,,,,,,,,,,,,,,,,,
7310,RMMTJ_<ZR/,,,,,,,,,,,,,,,,,
7311,RMS[,,,,,,,,,,,,,,,,,
7312,RMF/,"krybdyr, små kravlende dyr",,,,,,,,,,,,,,,,
7313,RMF[,,"myldre rundt, ",,,,,,,,,,,,,,,
7314,RMT/,,,,,,,,,,,,,,,,,
7315,RMT=/,,,,,,,,,,,,,,,,,
7316,RMTJ/,,,,,,,,,,,,,,,,,
7317,RN/,,,,,,,,,,,,,,,,,
7318,RNH/,,,,,,,,,,,,,,,,,
7319,RNH=/,,,,,,,,,,,,,,,,,
7320,RNH[,,,,,,,,,,,,,,,,,
7321,RNN[,,råbe af fryd,,proklamere i fryderåb,,,,,,,,,,,,,
7322,RNNH/,,,,,,,,,,,,,,,,,
7323,RNNJM/,,,,,,,,,,,,,,,,,
7324,RSH/,,,,,,,,,,,,,,,,,
7325,RSJS/,,,,,,,,,,,,,,,,,
7326,RSJS=/,,,,,,,,,,,,,,,,,
7327,RSN/,,,,,,,,,,,,,,,,,
7328,RSN=/,,,,,,,,,,,,,,,,,
7329,RSS[,,,,,,,,,,,,,,,,,
7330,R</,"ond, dårlig, skadelig",,,,,,,,,,,,,,,,
7331,R<=/,"ven, fælle, ledsager",,,,,,,,,,,,,,,,
7332,R<==/,,,,,,,,,,,,,,,,,
7333,R<===/,,,,,,,,,,,,,,,,,
7334,R<====/,,,,,,,,,,,,,,,,,
7335,R<B/,"hungersnød,sult",,,,,,,,,,,,,,,,
7336,R<B=/,,,,,,,,,,,,,,,,,
7337,R<B[,,"sulte, være hungrig",,,,,,,,,,,,,,,
7338,R<BWN/,,,,,,,,,,,,,,,,,
7339,R<D/,,,,,,,,,,,,,,,,,
7340,R<D[,,"skælve, bæve ",,,,,,,,,,,,,,,
7341,R<DH/,rysten,,,,,,,,,,,,,,,,
7342,R<H/,"ondskab, elendighed",,,,,,,,,,,,,,,,
7343,R<H=/,,,,,,,,,,,,,,,,,
7344,R<H==/,,,,,,,,,,,,,,,,,
7345,R<H=[,,,,,,,,,,,,,,,,,
7346,R<H[,,"vogte, græsse, være hyrde",,,,,,,,,,,,,,,
7347,R<W/,,,,,,,,,,,,,,,,,
7348,R<W>L/,,,,,,,,,,,,,,,,,
7349,R<WT/,,,,,,,,,,,,,,,,,
7350,R<WT=/,,,,,,,,,,,,,,,,,
7351,R<J/,,,,,,,,,,,,,,,,,
7352,R<J=/,Re'i,,,,,,,,,,,,,,,,
7353,R<JH/,,,,,,,,,,,,,,,,,
7354,R<JWN/,,,,,,,,,,,,,,,,,
7355,R<L/,,,,,,,,,,,,,,,,,
7356,R<L[,,,,,,,,,,,,,,,,,
7357,R<LH/,,,,,,,,,,,,,,,,,
7358,R<LJH/,,,,,,,,,,,,,,,,,
7359,R<M/,torden,,,,,,,,,,,,,,,,
7360,R<M=[,,,,,,,,,,,,,,,,,
7361,R<M[,,"tordne, storme, larme",,,,,,,,,,,,,,,
7362,R<MH/,,,,,,,,,,,,,,,,,
7363,R<MH=/,,,,,,,,,,,,,,,,,
7364,R<MJH/,,,,,,,,,,,,,,,,,
7365,R<MSS/,,,,,,,,,,,,,,,,,
7366,R<N[,,,,,,,,,,,,,,,,,
7367,R<NN/,,,,,,,,,,,,,,,,,
7368,R<<=[,,"brække, knuse",,,,bryde op,,,,,,,,,,,
7369,R<<[,,være ond,,,,,"skade, handle ondt",,,,,,,,,,
7370,R<P[,,,,,,,,,,,,,,,,,
7371,R<Y[,,,,,,,,,,,,,,,,,
7372,R<C/,,,,,,,,,,,,,,,,,
7373,R<C=[,,,,,,,,,,,,,,,,,
7374,R<C[,,"skylve, ryste",,,,,,,,,,,,,,,
7375,RP>/,,,,,,,,,,,,,,,,,
7376,RP>[,,helbrede,blive helbredt,"helbrede, betale for helbredelse",,,,,,,,,,,,,
7377,RP>WT/,,,,,,,,,,,,,,,,,
7378,RP>JM/,,,,,,,,,,,,,,,,,
7379,RP>JM=/,refaitterne,,,,,,,,,,,,,,,,
7380,RP>JM==/,,,,,,,,,,,,,,,,,
7381,RP>L/,,,,,,,,,,,,,,,,,
7382,RPD[,,,,,,,,,,,,,,,,,
7383,RPH/,,,,,,,,,,,,,,,,,
7384,RPH=/,,,,,,,,,,,,,,,,,
7385,RPH==/,,,,,,,,,,,,,,,,,
7386,RPH[,,blive slap,være doven,,,,"efterlade, forlade",,,,,,,,,,
7387,RPW>/,,,,,,,,,,,,,,,,,
7388,RPW>H/,,,,,,,,,,,,,,,,,
7389,RPX/,,,,,,,,,,,,,,,,,
7390,RPJDH/,,,,,,,,,,,,,,,,,
7391,RPJDJM/,Refidim,,,,,,,,,,,,,,,,
7392,RPJH/,,,,,,,,,,,,,,,,,
7393,RPJWN/,,,,,,,,,,,,,,,,,
7394,RPS[,,,,,,,,,,,,,,,,,
7395,RPSDWT/,,,,,,,,,,,,,,,,,
7396,RPP[,,,,,,,,,,,,,,,,,
7397,RPQ[,,,,,,,,,,,,,,,,,
7398,RPC/,,,,,,,,,,,,,,,,,
7399,RPF[,,,,,,,,,,,,,,,,,
7400,RPT/,,,,,,,,,,,,,,,,,
7401,RY/,,,,,,,,,,,,,,,,,
7402,RY>[,,,,,,,,,,,,,,,,,
7403,RYD[,,,,,,,,,,,,,,,,,
7404,RYH=[,,,betales,,,,,,,,,,,,,,
7405,RYH[,,"være glad for, synes om","godkendes, behandles som acceptabelt",,,,,,,,,,,,,,
7406,RYWN/,"lyst, behag, accept",,,,,,,,,,,,,,,,
7407,RYX/,"myrde,",,,,,,,,,,,,,,,,
7408,RYX[,,"myrde, egå mord, overlagt og uoverlagt manddrab",,,,,,,,,,,,,,,
7409,RYJ>/,,,,,,,,,,,,,,,,,
7410,RYJN/,Resin,,,,,,,,,,,,,,,,
7411,RY<[,,gennembore,,,,,,,,,,,,,,,
7412,RYP/,,,,,,,,,,,,,,,,,
7413,RYP=/,,,,,,,,,,,,,,,,,
7414,RYP[,,,,,,,,,,,,,,,,,
7415,RYPH/,,,,,,,,,,,,,,,,,
7416,RYPH=/,,,,,,,,,,,,,,,,,
7417,RYPH==/,,,,,,,,,,,,,,,,,
7418,RYY[,,,,,,,,,,,,,,,,,
7419,RQ,kun ,,,,,,,,,,,,,,,,
7420,RQ/,,,,,,,,,,,,,,,,,
7421,RQ=/,,,,,,,,,,,,,,,,,
7422,RQB/,,,,,,,,,,,,,,,,,
7423,RQB[,,rådne,,,,,,,,,,,,,,,
7424,RQBWN/,,,,,,,,,,,,,,,,,
7425,RQD[,,,,,,,,,,,,,,,,,
7426,RQH/,,,,,,,,,,,,,,,,,
7427,RQWN/,,,,,,,,,,,,,,,,,
7428,RQX/,,,,,,,,,,,,,,,,,
7429,RQX=/,,,,,,,,,,,,,,,,,
7430,RQX==/,,,,,,,,,,,,,,,,,
7431,RQX===/,,,,,,,,,,,,,,,,,
7432,RQX[,,,,,,,,,,,,,,,,,
7433,RQJ</,himmelhvælving,,,,,,,,,,,,,,,,
7434,RQJQ/,,,,,,,,,,,,,,,,,
7435,RQM/,,,,,,,,,,,,,,,,,
7436,RQM=/,,,,,,,,,,,,,,,,,
7437,RQM[,,,,,,,,,,,,,,,,,
7438,RQMH/,,,,,,,,,,,,,,,,,
7439,RQ</,,,,,,,,,,,,,,,,,
7440,RQ<[,,"stampe, trampe ned",,,,,,,,,,,,,,,
7441,RQQ[,,,,,,,,,,,,,,,,,
7442,RQT/,,,,,,,,,,,,,,,,,
7443,RCJWN/,,,,,,,,,,,,,,,,,
7444,RCM[,,,,,,,,,,,,,,,,,
7445,RC</,"skyldig, ugudelig, ugudelig person",,,,,,,,,,,,,,,,
7446,RC<=/,,,,,,,,,,,,,,,,,
7447,RC<[,,,,,,,,,,,,,,,,,
7448,RC<H/,,,,,,,,,,,,,,,,,
7449,RCP/,,,,,,,,,,,,,,,,,
7450,RCP=/,,,,,,,,,,,,,,,,,
7451,RCC[,,,,,,,,,,,,,,,,,
7452,RCT/,"net, til fuglefangst ",,,,,,,,,,,,,,,,
7453,RTWQ/,,,,,,,,,,,,,,,,,
7454,RTX/,,,,,,,,,,,,,,,,,
7455,RTX[,,,,,,,,,,,,,,,,,
7456,RTM/,,,,,,,,,,,,,,,,,
7457,RTM[,,,,,,,,,,,,,,,,,
7458,RTMH/,,,,,,,,,,,,,,,,,
7459,RTQ[,,,,,,,,,,,,,,,,,
7460,RTQWT/,lænker,,,,,,,,,,,,,,,,
7461,RTT/,,,,,,,,,,,,,,,,,
7462,C,"som, der (rel), at",,,,,,,,,,,,,,,,
7463,C>B[,,,,,,,,,,,,,,,,,
7464,C>G[,,brøle,,,,,,,,,,,,,,,
7465,C>GH/,brølen,,,,,,,,,,,,,,,,
7466,C>H==[,,,,,,,,,,,,,,,,,
7467,C>H=[,,,,,,,,,,,,,,,,,
7468,C>H[,,,,,,,,,,,,,,,,,
7469,C>WL/,"dødsrige, grav, underverden",,,,,,,,,,,,,,,,
7470,C>WL=/,Saul,,,,,,,,,,,,,,,,
7471,C>WLJ/,,,,,,,,,,,,,,,,,
7472,C>WN/,,,,,,,,,,,,,,,,,
7473,C>WN=/,,,,,,,,,,,,,,,,,
7474,C>V/,,,,,,,,,,,,,,,,,
7475,C>JH/,,,,,,,,,,,,,,,,,
7476,C>L/,,,,,,,,,,,,,,,,,
7477,C>L[,,"spørge, kræve",,,,,,,,,,,,,,,
7478,C>LH/,,,,,,,,,,,,,,,,,
7479,C>LH=/,dødsrige,,,,,,,,,,,,,,,,
7480,C>LTJ>L/,,,,,,,,,,,,,,,,,
7481,C>N[,,,,,,,,,,,,,,,,,
7482,C>NN/,,,,,,,,,,,,,,,,,
7483,C>S[,,,,,,,,,,,,,,,,,
7484,C>P[,,,,,,,,,,,,,,,,,
7485,C>R/,"krop, kød, slægtning",,,,,,,,,,,,,,,,
7486,C>R=/,,,,,,,,,,,,,,,,,
7487,C>R[,,,"levnes, blive til overs",,,,,,,,,,,,,,
7488,F>R/,,,,,,,,,,,,,,,,,
7489,C>R_JCWB/,Shearjashub ,,,,,,,,,,,,,,,,
7490,C>RH/,,,,,,,,,,,,,,,,,
7491,C>RH=/,,,,,,,,,,,,,,,,,
7492,C>RJT/,,,,,,,,,,,,,,,,,
7493,C>T/,,,,,,,,,,,,,,,,,
7494,F>T/,,,,,,,,,,,,,,,,,
7495,F>T=/,,,,,,,,,,,,,,,,,
7496,CB>/,Sheba,,,,,,,,,,,,,,,,
7497,CB>JM/,sabæerne,,,,,,,,,,,,,,,,
7498,CBB/,,,,,,,,,,,,,,,,,
7499,CBH[,,,,,,,,,,,,,,,,,
7500,CBW/,,,,,,,,,,,,,,,,,
7501,CBW>L/,,,,,,,,,,,,,,,,,
7502,CBW</,,,,,,,,,,,,,,,,,
7503,CBW<H/,,,,,,,,,,,,,,,,,
7504,CBWR/,,,,,,,,,,,,,,,,,
7505,CBWT/,,,,,,,,,,,,,,,,,
7506,CBX=[,,,,,,,,,,,,,,,,,
7507,CBX[,,,,,,,,,,,,,,,,,
7508,CBV/,"stav, stamme",,,,,,,,,,,,,,,,
7509,CBV=/,,,,,,,,,,,,,,,,,
7510,CBJ/,,,,,,,,,,,,,,,,,
7511,CBJ=/,,,,,,,,,,,,,,,,,
7512,CBJ==/,,,,,,,,,,,,,,,,,
7513,CBJB/,,,,,,,,,,,,,,,,,
7514,CBJH/,,,,,,,,,,,,,,,,,
7515,CBJH=/,,,,,,,,,,,,,,,,,
7516,CBJL/,,,,,,,,,,,,,,,,,
7517,CBJS/,,,,,,,,,,,,,,,,,
7518,CBJ<J/,syvende,,,,,,,,,,,,,,,,
7519,CBJT/,fangenskab,,,,,,,,,,,,,,,,
7520,FBKH/,,,,,,,,,,,,,,,,,
7521,CBL/,,,,,,,,,,,,,,,,,
7522,CBLWL/,,,,,,,,,,,,,,,,,
7523,CBLT/,,,,,,,,,,,,,,,,,
7524,CBLT=/,,,,,,,,,,,,,,,,,
7525,FBM/,,,,,,,,,,,,,,,,,
7526,FBMH/,,,,,,,,,,,,,,,,,
7527,CBN>/,,,,,,,,,,,,,,,,,
7528,CBNH/,,,,,,,,,,,,,,,,,
7529,CBNJH/,,,,,,,,,,,,,,,,,
7530,CBNJHW/,,,,,,,,,,,,,,,,,
7531,CB</,syv,,,,,,,,,,,,,,,,
7532,CB<=/,,,,,,,,,,,,,,,,,
7533,CB<==/,Sheba,,,,,,,,,,,,,,,,
7534,CB<[,,,sværge,,,,sværge,,,,,,,,,,
7535,FB</,,,,,,,,,,,,,,,,,
7536,FB<=/,,,,,,,,,,,,,,,,,
7537,FB<==/,,,,,,,,,,,,,,,,,
7538,FB<[,,"være mæt, være tilfreds",,,,,,,,,,,,,,,
7539,CB<H/,,,,,,,,,,,,,,,,,
7540,FB<H/,,,,,,,,,,,,,,,,,
7541,FB<H=/,,,,,,,,,,,,,,,,,
7542,CB<NH/,,,,,,,,,,,,,,,,,
7543,CBY/,,,,,,,,,,,,,,,,,
7544,CBY[,,,,,,,,,,,,,,,,,
7545,CBR/,,,,,,,,,,,,,,,,,
7546,CBR=/,,,,,,,,,,,,,,,,,
7547,CBR==/,,,,,,,,,,,,,,,,,
7548,CBR===/,,,,,,,,,,,,,,,,,
7549,CBR=[,,,,,,,,,,,,,,,,,
7550,CBR[,,brække,brækkes,"smadre, knuse i småstumper",,,,,,,,,,,,,
7551,FBR/,,,,,,,,,,,,,,,,,
7552,FBR[,,,,håbe. vente,,,,,,,,,,,,,
7553,CBRWN/,,,,,,,,,,,,,,,,,
7554,CBRJM/,,,,,,,,,,,,,,,,,
7555,CBT/,"sabbat, hviledag",,,,,,,,,,,,,,,,
7556,CBT=/,"sygeorlov, inaktivitet for at komme til kræfter",,,,,,,,,,,,,,,,
7557,CBT[,,"hvile, holde hvilepause, overholde sabbaten",,,,,"bringe til ophør, stoppe",,,,,,,,,,
7558,CBTWN/,,,,,,,,,,,,,,,,,
7559,CBTJ/,,,,,,,,,,,,,,,,,
7560,FG>[,,,,,,,,,,,,,,,,,
7561,FGB[,,,,,,,,,,,,,,,,,
7562,CGG[,,,,,,,,,,,,,,,,,
7563,CGGH/,,,,,,,,,,,,,,,,,
7564,CGH/,,,,,,,,,,,,,,,,,
7565,CGH[,,,,,,,,,,,,,,,,,
7566,FGH[,,,,,,,,,,,,,,,,,
7567,FGWB/,,,,,,,,,,,,,,,,,
7568,CGX[,,,,,,,,,,,,,,,,,
7569,FGJ>/,,,,,,,,,,,,,,,,,
7570,CGJ>H/,,,,,,,,,,,,,,,,,
7571,CGJWN/,,,,,,,,,,,,,,,,,
7572,CGL/,,,,,,,,,,,,,,,,,
7573,CG<[,,,,,,,,,,,,,,,,,
7574,CG<WN/,,,,,,,,,,,,,,,,,
7575,CGR/,,,,,,,,,,,,,,,,,
7576,CD/,,,,,,,,,,,,,,,,,
7577,CD=/,bryst,,,,,,,,,,,,,,,,
7578,CD==/,,,,,,,,,,,,,,,,,
7579,CD===/,,,,,,,,,,,,,,,,,
7580,CDD[,,,,,,,,,,,,,,,,,
7581,FDD[,,,,,,,,,,,,,,,,,
7582,CDH/,,,,,,,,,,,,,,,,,
7583,FDH/,åben mark,,,,,,,,,,,,,,,,
7584,CDWN/,,,,,,,,,,,,,,,,,
7585,CDJ/,"Sadaj, Den Almægtige",,,,,,,,,,,,,,,,
7586,FDJ/,"markerne, åbent land",,,,,,,,,,,,,,,,
7587,CDJ>WR/,,,,,,,,,,,,,,,,,
7588,FDJM/,,,,,,,,,,,,,,,,,
7589,CDMH/,,,,,,,,,,,,,,,,,
7590,CDP[,,,,,,,,,,,,,,,,,
7591,CDPH/,,,,,,,,,,,,,,,,,
7592,CDPWN/,,,,,,,,,,,,,,,,,
7593,FDRH/,,,,,,,,,,,,,,,,,
7594,CDRK/,,,,,,,,,,,,,,,,,
7595,FH/,"lam, ung ged",,,,,,,,,,,,,,,,
7596,FHD/,,,,,,,,,,,,,,,,,
7597,CHM/,,,,,,,,,,,,,,,,,
7598,CHM=/,,,,,,,,,,,,,,,,,
7599,FHRNJM/,,,,,,,,,,,,,,,,,
7600,CW>/,"det værdiløse, bedrag, forgæves",,,,,,,,,,,,,,,,
7601,CW>=/,,,,,,,,,,,,,,,,,
7602,CW>==/,,,,,,,,,,,,,,,,,
7603,CW>H/,,,,,,,,,,,,,,,,,
7604,CWB=[,,"vende sig, vende tilbage",,,,,,,,,,,,,,,
7605,CWB[,,"vende, vende tilbage, gentage",,"bringe tilbage, forføre, genoprette",,,bringe tilbage,blive bragt tilbage,,,,,,,,,
7606,CWB>L/,,,,,,,,,,,,,,,,,
7607,CWBB/,,,,,,,,,,,,,,,,,
7608,CWBB=/,,,,,,,,,,,,,,,,,
7609,CWBB==/,,,,,,,,,,,,,,,,,
7610,CWBH/,,,,,,,,,,,,,,,,,
7611,CWBK/,,,,,,,,,,,,,,,,,
7612,FWBK/,,,,,,,,,,,,,,,,,
7613,CWBL/,,,,,,,,,,,,,,,,,
7614,CWBQ/,,,,,,,,,,,,,,,,,
7615,FWG[,,,,,,,,,,,,,,,,,
7616,CWH/,,,,,,,,,,,,,,,,,
7617,CWH=/,,,,,,,,,,,,,,,,,
7618,CWH=[,,,,,,,,,,,,,,,,,
7619,CWH[,,være ligesom,,,,,,,,,,,,,,,
7620,CWX/,,,,,,,,,,,,,,,,,
7621,CWX[,,,,,,,,,,,,,,,,,
7622,FWX[,,,,,,,,,,,,,,,,,
7623,CWXH/,,,,,,,,,,,,,,,,,
7624,CWXH=/,,,,,,,,,,,,,,,,,
7625,CWXJ/,"shuit, fra Shua",,,,,,,,,,,,,,,,
7626,CWXM/,,,,,,,,,,,,,,,,,
7627,CWXMJ/,,,,,,,,,,,,,,,,,
7628,CWV/,,,,,,,,,,,,,,,,,
7629,CWV=/,,,,,,,,,,,,,,,,,
7630,CWV=[,,,,,,,,,,,,,,,,,
7631,CWV[,,"tage rundt, gå omkring",,,,,,,,,,,,,,,
7632,FWV[,,,,,,,,,,,,,,,,,
7633,FWK/,,,,,,,,,,,,,,,,,
7634,FWK[,,"lukke inde, indhegne med tjørnehæk",,,,,,,,,,,,,,,
7635,FWKH/,,,,,,,,,,,,,,,,,
7636,FWKH=/,,,,,,,,,,,,,,,,,
7637,FWKTJ/,,,,,,,,,,,,,,,,,
7638,CWL/,,,,,,,,,,,,,,,,,
7639,CWLL/,,,,,,,,,,,,,,,,,
7640,CWLMJ/,,,,,,,,,,,,,,,,,
7641,CWMJM/,,,,,,,,,,,,,,,,,
7642,CWMR/,,,,,,,,,,,,,,,,,
7643,CWNJ/,,,,,,,,,,,,,,,,,
7644,CWNJ=/,,,,,,,,,,,,,,,,,
7645,CWNM/,,,,,,,,,,,,,,,,,
7646,CWNMJ/,shunamit,,,,,,,,,,,,,,,,
7647,CW</,,,,,,,,,,,,,,,,,
7648,CW<=/,,,,,,,,,,,,,,,,,
7649,CW<==/,,,,,,,,,,,,,,,,,
7650,CW<===/,,,,,,,,,,,,,,,,,
7651,CW<====/,,,,,,,,,,,,,,,,,
7652,CW<[,,,,råbe om hjælp ,,,,,,,,,,,,,
7653,CW<>/,,,,,,,,,,,,,,,,,
7654,CW<H/,,,,,,,,,,,,,,,,,
7655,CW<L/,,,,,,,,,,,,,,,,,
7656,CW<L=/,,,,,,,,,,,,,,,,,
7657,CW<L==/,,,,,,,,,,,,,,,,,
7658,CW<R/,,,,,,,,,,,,,,,,,
7659,CWP=[,,hugge,,,,,,,,,,,,,,,
7660,CWP[,,knuse,,,,,,,,,,,,,,,
7661,CWPK/,,,,,,,,,,,,,,,,,
7662,CWPMJ/,,,,,,,,,,,,,,,,,
7663,CWPR/,"vædderhorn, trompet",,,,,,,,,,,,,,,,
7664,CWQ/,"kølle, ben",,,,,,,,,,,,,,,,
7665,CWQ=/,,,,,,,,,,,,,,,,,
7666,CWQ[,,,,,,,,,,,,,,,,,
7667,CWQQ/,,,,,,,,,,,,,,,,,
7668,CWR/,"tyr, tyrekalv",,,,,,,,,,,,,,,,
7669,CWR=/,,,,,,,,,,,,,,,,,
7670,CWR==/,,,,,,,,,,,,,,,,,
7671,CWR=[,,,,,,,,,,,,,,,,,
7672,CWR[,,,,,,,,,,,,,,,,,
7673,FWR[,,,,,,,,,,,,,,,,,
7674,CWRH/,,,,,,,,,,,,,,,,,
7675,FWRH/,,,,,,,,,,,,,,,,,
7676,CWRR/,,,,,,,,,,,,,,,,,
7677,FWF[,,,,,,,,,,,,,,,,,
7678,CWC>/,,,,,,,,,,,,,,,,,
7679,CWCN/,,,,,,,,,,,,,,,,,
7680,CWCN=/,,,,,,,,,,,,,,,,,
7681,CWTLX/,,,,,,,,,,,,,,,,,
